title,journal,authors,year,url,doi,Print-ISSN,E-ISSN,Category,Subcategory,Subcategory,Subcategory
DETERMINANTS OF SUSTAINABILITY OF DONOR FUNDED COMMUNITY PROJECTS IN GARISSA COUNTY,Journal of Entrepreneurship and Project Management,"Ngatia, Kihara",0,http://dx.doi.org/10.47941/jepm.252,10.47941/jepm.252,,,,,,
Social Sustainability in Metropolitan Areas: Accessibility and Equity in the Case of the Metropolitan Area of Valencia (Spain),Sustainability,Pitarch-Garrido,0,http://dx.doi.org/10.3390/su10020371,10.3390/su10020371,19370695,19370709,Social Sciences,,,
Sustainability communication on Twitter: disability disclosures of listed companies in Poland,Journal of Modern Science,"Próchniak, Płoska, Komorowska, Raca",0,http://dx.doi.org/10.13166/jms/175990,10.13166/jms/175990,,,,,,
Gatekeeper perceptions on adopting environmentally sound information and communication technology-enhanced live performances to improve the sustainability of music festivals,International Journal of Event and Festival Management,Bossey,2022,http://dx.doi.org/10.1108/ijefm-07-2021-0060,10.1108/ijefm-07-2021-0060,17582954,17582962,Social Sciences,"Business, Management and Accounting",,
Urban square design with pedestrian approach based on space syntax method (Case study: Aysan project area of Tabriz),International journal of health sciences,"Rostami, Fatehi",0,http://dx.doi.org/10.53730/ijhs.v6ns7.13522,10.53730/ijhs.v6ns7.13522,,,,,,
Diversity and Sustainability of Employment Through the Lens of Employers and Individuals With Disabilities,Advances in Human Resources Management and Organizational Development,"El-Chaarani, Jneid, El Nemar",2022,http://dx.doi.org/10.4018/978-1-6684-3657-8.ch003,10.4018/978-1-6684-3657-8.ch003,,,,,,
Analysis of Gender Equality and Disability Inclusion: Based on The Sustainability Report of Goto And The ESGReport of Grab In 2022,Devotion : Journal of Research and Community Service,"Ibrahim, Utha, Kurniawati",0,http://dx.doi.org/10.59188/devotion.v4i11.590,10.59188/devotion.v4i11.590,,,,,,
Viewing academia as an exclusionary career ecosystem: threats to the career sustainability of disabled scholars,Disability &amp; Society,Donald,0,http://dx.doi.org/10.1080/09687599.2024.2360432,10.1080/09687599.2024.2360432,,,,,,
How Service Quality Affects Customer Satisfaction: A Study of Malaysian Electric Train Service (ETS),Journal of International Business and Management,,2020,http://dx.doi.org/10.37227/jibm-2019-04-67/,10.37227/jibm-2019-04-67/,,,,,,
Tourism Experiences of People with Disabilities: Voices from Indonesia,Sustainability,"Reindrawati, Noviyanti, Young",0,http://dx.doi.org/10.3390/su142013310,10.3390/su142013310,19370695,19370709,Social Sciences,,,
The Perspective of E-Business Sustainability and Website Accessibility of Online Stores,Sustainability,"Paștiu, Oncioiu, Gârdan, Maican, Gârdan, Muntean",0,http://dx.doi.org/10.3390/su12229780,10.3390/su12229780,19370695,19370709,Social Sciences,,,
Role of People with Disabilities (PWDS) Towards the Sustainability of the Tourism Sectors in Malaysia,"Advances in Economics, Business and Management Research","Kalimuthu, Kumaran, Nathan, Abdullah, Isa",2023,http://dx.doi.org/10.2991/978-2-494069-99-2_25,10.2991/978-2-494069-99-2_25,,,,,,
Sustainability of Islamic Education for Persons with Disabilities Based on Maqasid Shariah in The Context of Preserving Religion and Intellectuality,International Journal of Academic Research in Business and Social Sciences,"Mohd Raus, Hashim, Mohd Rashid",0,http://dx.doi.org/10.6007/ijarbss/v13-i7/17831,10.6007/ijarbss/v13-i7/17831,,,,,,
Disability and Dance:,"Dance, Disability and Law",Richardson,2018,http://dx.doi.org/10.2307/j.ctv36xvhmg.15,10.2307/j.ctv36xvhmg.15,,,,,,
E-rickshaws on urban streets: sustainability issues and policies,International Journal of Sociology and Social Policy,"Khan, Quaddus",2021,http://dx.doi.org/10.1108/ijssp-07-2020-0315,10.1108/ijssp-07-2020-0315,0144333X,17586720,Social Sciences,,,
Adolescents Seeking Mental Health Services,Social Work in Mental Health,"Medeiros, Kramnick, Diaz-Cruz, Surko, Diaz",2005,http://dx.doi.org/10.1300/j200v03n01_07,10.1300/j200v03n01_07,15332985,15332993,Social Sciences,,,
Analysis of accessibility from collection and delivery points: towards the sustainability of the e-commerce delivery,urbe. Revista Brasileira de Gestão Urbana,"Oliveira, Oliveira, Sousa, Caliari, Nascimento",0,http://dx.doi.org/10.1590/2175-3369.011.e20190048,10.1590/2175-3369.011.e20190048,,,,,,
People with learning disabilities and microenterprise,Tizard Learning Disability Review,"Reddington, Fitzsimons",2013,http://dx.doi.org/10.1108/tldr-02-2013-0013,10.1108/tldr-02-2013-0013,13595474,,Social Sciences,,,
Accessibility of Inclusive Sports Facilities for Training and Competition in Indonesia and Malaysia,Sustainability,"Fitri, Zainal Abidin, Novan, Kumalasari, Haris, Mulyana, Khoo, Yaacob",0,http://dx.doi.org/10.3390/su142114083,10.3390/su142114083,19370695,19370709,Social Sciences,,,
Assessing accessibility-based service effectiveness (ABSEV) and social equity for urban bus transit: A sustainability perspective,Sustainable Cities and Society,"Chen, Bouferguene, Shen, Al-Hussein",2019,http://dx.doi.org/10.1016/j.scs.2018.10.003,10.1016/j.scs.2018.10.003,22106707,22106715,Social Sciences,Engineering,,
Tourism Accessibility and Its Impact on the Spiritual Sustainability of Sacred Sites,Sustainability,"Aulet, Duda",0,http://dx.doi.org/10.3390/su12229695,10.3390/su12229695,19370695,19370709,Social Sciences,,,
Self-help sustainability,Failure or Reform?,Lockie,2019,http://dx.doi.org/10.4324/9781315404943-3,10.4324/9781315404943-3,,,,,,
"Drones in last-mile delivery: A systematic review on Efficiency, Accessibility, and Sustainability",Transportation Research Part D: Transport and Environment,"Garg, Niranjan, Prybutok, Pohlen, Gligor",2023,http://dx.doi.org/10.1016/j.trd.2023.103831,10.1016/j.trd.2023.103831,13619209,,Social Sciences,Engineering,,
A Methodology to Evaluate Accessibility to Bus Stops as a Contribution to Improve Sustainability in Urban Mobility,Sustainability,"Corazza, Favaretto",0,http://dx.doi.org/10.3390/su11030803,10.3390/su11030803,19370695,19370709,Social Sciences,,,
The needs and effects of housing renewal policies in Spain: Implications for sustainability and accessibility,Sustainable Cities and Society,"Ibarloza, Malles, Ibarloza, Heras-Saizarbitoria",2018,http://dx.doi.org/10.1016/j.scs.2018.01.037,10.1016/j.scs.2018.01.037,22106707,22106715,Social Sciences,Engineering,,
INFLUENCE OF PROJECT MANAGEMENT PRACTICES ON IMPLEMENTATION OF COUNTY GOVERNMENTS PROJECTS IN KENYA: A CASE OF NAKURU COUNTY,Strategic Journal of Business &amp; Change Management,KIMITI,0,http://dx.doi.org/10.61426/sjbcm.v5i2.670,10.61426/sjbcm.v5i2.670,,,,,,
"Leveraging MIS Technologies for Preserving India's Cultural Heritage on Digitization, Accessibility, and Sustainability",Advances in Business Information Systems and Analytics,"Sabarirajan, Reddi, Rangineni, Regin, Rajest, Paramasivan",2023,http://dx.doi.org/10.4018/979-8-3693-0049-7.ch009,10.4018/979-8-3693-0049-7.ch009,,,,,,
Assessment for the Social Sustainability and Equity under the Perspective of Accessibility to Jobs,Sustainability,"Guimarães, Santos, Fernandes, Maquilón, da Silva",0,http://dx.doi.org/10.3390/su122310132,10.3390/su122310132,19370695,19370709,Social Sciences,,,
Speech-Language Therapy in Sub-Saharan Africa: Development and Sustainability of Services for Persons with Communication Disability,Handbook of Speech-Language Therapy in Sub-Saharan Africa,"Wylie, McAllister, Davidson, Marshall",2023,http://dx.doi.org/10.1007/978-3-031-04504-2_2,10.1007/978-3-031-04504-2_2,,,,,,
Sustainability of Inclusive Education and COVID-19: Perspectives of Teachers and Parents of Children with Disability on Virtual Learning Platforms,Journal of Education and Practice,,2021,http://dx.doi.org/10.7176/jep/12-8-10,10.7176/jep/12-8-10,,,,,,
Smart Solar Powered Irrigation System,Journal Européen des Systèmes Automatisés,"Olujimi, Aaron, Adebayo, Afolarin, Jonathan",2022,http://dx.doi.org/10.18280/jesa.550413,10.18280/jesa.550413,,,,,,
"Stakeholder Participation and Project Sustainability: A Case of Deaf Donor Funded Project in Kicukiro, Rwanda",Journal of Advance Research in Business Management and Accounting (ISSN: 2456-3544),"Uwamariya, Safari, Kengere",0,http://dx.doi.org/10.53555/nnbma.v7i6.1004,10.53555/nnbma.v7i6.1004,,,,,,
Creating a Culture of Sustainability,Arts and Cultural Leadership,Foster,2022,http://dx.doi.org/10.4324/9781003263654-13,10.4324/9781003263654-13,,,,,,
Evaluating ICT Accessibility in Qatari Public Institutions: The Role of the MARSAD Tool in Fostering Inclusion and Sustainability,Nafath,Othman,2023,http://dx.doi.org/10.54455/mcn2305,10.54455/mcn2305,,,,,,
Implementation and sustainability of statewide transition support services for youth with intellectual and physical disabilities,Journal of Pediatric Rehabilitation Medicine,"Ciccarelli, Brown, Gladstone, Woodward, Swigonski",2014,http://dx.doi.org/10.3233/prm-140274,10.3233/prm-140274,18745393,18758894,Health Sciences,,,
Educational Institutions and Universal Accessibility: In Search of Sustainability on University Campus,World Sustainability Series,"Gelpi, Kalil",2018,http://dx.doi.org/10.1007/978-3-319-76885-4_15,10.1007/978-3-319-76885-4_15,21997373,21997381,Social Sciences,,,
Imbalance in Spatial Accessibility to Primary and Secondary Schools in China: Guidance for Education Sustainability,Sustainability,"Gao, He, Liu, Zhang, Wang, Cai",0,http://dx.doi.org/10.3390/su8121236,10.3390/su8121236,19370695,19370709,Social Sciences,,,
Safety accessibility and sustainability: The importance of micro-scale outcomes to an equitable design of transport systems,IATSS Research,Tyler,2017,http://dx.doi.org/10.1016/j.iatssr.2017.06.002,10.1016/j.iatssr.2017.06.002,03861112,,Social Sciences,Engineering,,
Increase spending while ensuring fiscal sustainability,OECD Economic Surveys: Mexico,,2017,http://dx.doi.org/10.1787/eco_surveys-mex-2017-graph15-en,10.1787/eco_surveys-mex-2017-graph15-en,,,,,,
Informal support for the carers of disabled children,"Child: Care, Health and Development","COOKE, LAWTON",1984,http://dx.doi.org/10.1111/j.1365-2214.1984.tb00168.x,10.1111/j.1365-2214.1984.tb00168.x,03051862,13652214,Social Sciences,,,
Living Longer with Disability: Economic Implications for Healthcare Sustainability,Sustainability,"Danovi, Olgiati, D’Amico",0,http://dx.doi.org/10.3390/su13084467,10.3390/su13084467,19370695,19370709,Social Sciences,,,
Trusted Digital Repository Design: a Policy-Driven Approach,Archiving Conference,"Hou, Wojcik, Marciano",0,http://dx.doi.org/10.2352/issn.2168-3204.2011.8.1.art00041,10.2352/issn.2168-3204.2011.8.1.art00041,,,,,,
Criteria preprocessing in multi‐actor multi‐criteria analysis,Journal of Multi-Criteria Decision Analysis,"Huang, Canoy, Brusselaers, te Boveldt",2023,http://dx.doi.org/10.1002/mcda.1804,10.1002/mcda.1804,10579214,10991360,Social Sciences,"Business, Management and Accounting",,
Disability in Older People and Socio-Economic Deprivation in Italy: Effects on the Care Burden and System Resources,Sustainability,"Casanova, Lillini",0,http://dx.doi.org/10.3390/su14010205,10.3390/su14010205,19370695,19370709,Social Sciences,,,
The social sustainability of cycling: Assessing equity in the accessibility of bike-sharing services,Journal of Transport Geography,"Giuffrida, Pilla, Carroll",2023,http://dx.doi.org/10.1016/j.jtrangeo.2022.103490,10.1016/j.jtrangeo.2022.103490,09666923,,Social Sciences,,,
Financial sustainability and automatic balance mechanisms for NDC pension systems with disability benefits,Annals of Operations Research,"Levantesi, Menzietti, Fratoni",0,http://dx.doi.org/10.1007/s10479-024-05942-5,10.1007/s10479-024-05942-5,02545330,15729338,Social Sciences,,,
Cooling effect and cooling accessibility of urban parks during hot summers in China's largest sustainability experiment,Sustainable Cities and Society,"Shi, Chen, Jia, Du, Wang",2023,http://dx.doi.org/10.1016/j.scs.2023.104519,10.1016/j.scs.2023.104519,22106707,22106715,Social Sciences,Engineering,,
Accessibility strategies beyond the private car: A study of voluntarily carless families with young children in Gothenburg,Journal of Transport Geography,"Lagrell, Thulin, Vilhelmson",2018,http://dx.doi.org/10.1016/j.jtrangeo.2018.09.002,10.1016/j.jtrangeo.2018.09.002,09666923,,Social Sciences,,,
A review of potable water accessibility and sustainability issues in developing countries – case study of Uganda,Reviews on Environmental Health,"Nayebare, Wilson, Carpenter, Dziewulski, Kannan",2014,http://dx.doi.org/10.1515/reveh-2013-0019,10.1515/reveh-2013-0019,00487554,21910308,Social Sciences,,,
Accessibility in Practice: 20-Minute City as a Sustainability Planning Goal,Sustainability,"Capasso Da Silva, King, Lemar",0,http://dx.doi.org/10.3390/su12010129,10.3390/su12010129,19370695,19370709,Social Sciences,,,
"Accessibility, affordability, accountability, sustainability and social justice of early childhood education in China: A case study of Shenzhen",Children and Youth Services Review,"Xie, Li",2020,http://dx.doi.org/10.1016/j.childyouth.2020.105359,10.1016/j.childyouth.2020.105359,01907409,,Social Sciences,,,
"Sustainability Assessment through Urban Accessibility Indicators and GIS in a Middle-Sized World Heritage City: The Case of Cáceres, Spain",Buildings,"Jiménez-Espada, Cuartero, Breton",0,http://dx.doi.org/10.3390/buildings12060813,10.3390/buildings12060813,,20755309,Physical Sciences,Engineering,,
"Sustainability Assessment through Urban Accessibility Indicators and GIS in a Middle-Sized World Heritage City: The Case of Cáceres, Spain",Buildings,"Jiménez-Espada, Cuartero, Breton",0,http://dx.doi.org/10.3390/buildings12060813,10.3390/buildings12060813,00073725,24713112,Physical Sciences,Engineering,,
Stability and Change in Sustainability of Daily Routines and Social Networks in Families of Children with Profound Intellectual and Multiple Disabilities,Journal of Applied Research in Intellectual Disabilities,"Wilder, Granlund",2015,http://dx.doi.org/10.1111/jar.12111,10.1111/jar.12111,13602322,14683148,Social Sciences,,,
Exploring How Knowledge Translation Can Improve Sustainability of Community‐based Health Initiatives for People with Intellectual/Developmental Disabilities,Journal of Applied Research in Intellectual Disabilities,"Spassiani, Parker Harris, Hammel",2016,http://dx.doi.org/10.1111/jar.12202,10.1111/jar.12202,13602322,14683148,Social Sciences,,,
"High-tech business location, transportation accessibility, and implications for sustainability: Evaluating the differences between high-tech specializations using empirical evidence from U.S. booming regions",Sustainable Cities and Society,"Zandiatashbar, Hamidi, Foster",2019,http://dx.doi.org/10.1016/j.scs.2019.101648,10.1016/j.scs.2019.101648,22106707,22106715,Social Sciences,Engineering,,
Turismo e gestão do conhecimento: uma revisão integrativa da literatura,PASOS. Revista de Turismo y Patrimonio Cultural,"Unknown, Emmendoerfer, Lacerda, Unknown, Otowicz, Unknown, Biz, Unknown",0,http://dx.doi.org/10.25145/j.pasos.2022.20.052,10.25145/j.pasos.2022.20.052,,,,,,
Investigating Accessibility of Social Security System (SSS) Mobile Application: A Structural Equation Modeling Approach,Sustainability,"Jou, Mariñas, Saflor, Young",0,http://dx.doi.org/10.3390/su14137939,10.3390/su14137939,19370695,19370709,Social Sciences,,,
Accessibility in sustainability transitions: U.S. electric utilities’ deployment of solar,Energy Policy,"Shittu, Weigelt",2022,http://dx.doi.org/10.1016/j.enpol.2022.112942,10.1016/j.enpol.2022.112942,03014215,,Physical Sciences,,,
Community services for people with intellectual disabilities and mental health problems,Current Opinion in Psychiatry,Hemmings,2008,http://dx.doi.org/10.1097/yco.0b013e3283060a6a,10.1097/yco.0b013e3283060a6a,09517367,14736578,Health Sciences,,,
Disability arts in an age of austerity,"The Routledge Handbook of Disability Arts, Culture, and Media",Hadley,2018,http://dx.doi.org/10.4324/9781351254687-28,10.4324/9781351254687-28,,,,,,
Accessibility and Sustainability of Hybrid Energy Systems for a Cement Factory in Oman,Sustainability,"Beitelmal, Okonkwo, Al Housni, Alruqi, Alruwaythi",0,http://dx.doi.org/10.3390/su13010093,10.3390/su13010093,19370695,19370709,Social Sciences,,,
Do Disability Inequalities Grow with Development? Evidence from 40 Countries,Sustainability,"Lewis, Mitra, Yap",0,http://dx.doi.org/10.3390/su14095110,10.3390/su14095110,19370695,19370709,Social Sciences,,,
Use of Microsimulation Traffic Models as Means for Ensuring Public Transport Sustainability and Accessibility,Sustainability,"Krivda, Petru, Macha, Novak",0,http://dx.doi.org/10.3390/su13052709,10.3390/su13052709,19370695,19370709,Social Sciences,,,
"Accessibility, sustainability, excellence: The UK approach to Open Access",Information Services &amp; Use,Finch,2013,http://dx.doi.org/10.3233/isu-130687,10.3233/isu-130687,,,,,,
"Ready-to-use therapeutic/supplementary foods from local food resources: Technology accessibility, program effectiveness, and sustainability, a review",Heliyon,"Fetriyuna, Purwestri, Jati, Setiawan, Huda, Wirawan, Andoyo",2023,http://dx.doi.org/10.1016/j.heliyon.2023.e22478,10.1016/j.heliyon.2023.e22478,24058440,24058440,,,,
"Understanding enterprise data warehouses to support clinical and translational research: impact, sustainability, demand management, and accessibility",Journal of the American Medical Informatics Association,"Campion, Craven, Dorr, Bernstam, Knosp",2024,http://dx.doi.org/10.1093/jamia/ocae111,10.1093/jamia/ocae111,,,,,,
Macro-Index for the Assessment of the Water-Energy-Food Nexus: Toward Accessibility and Sustainability of Resources,Process Integration and Optimization for Sustainability,"Ramírez-Márquez, Ponce-Ortega",2024,http://dx.doi.org/10.1007/s41660-023-00364-5,10.1007/s41660-023-00364-5,25094238,25094246,Social Sciences,Engineering,,
Smart Growth Through Tiny Homes,Texas A&amp;M Journal of Property Law,Donnelly,2018,http://dx.doi.org/10.37419/jpl.v4.i4.3,10.37419/jpl.v4.i4.3,,,,,,
Food Security: Sustainability and Accessibility,Frontiers Research Topics,,0,http://dx.doi.org/10.3389/978-2-8325-4284-2,10.3389/978-2-8325-4284-2,,,,,,
A framework for evaluating the accessibility of raw materials from end-of-life products and the Earth’s crust,Waste Management,"Mueller, Wäger, Turner, Shaw, Williams",2017,http://dx.doi.org/10.1016/j.wasman.2017.05.043,10.1016/j.wasman.2017.05.043,0956053X,18792456,Physical Sciences,,,
Low-cost private schools,SecEd,Trafford,2017,http://dx.doi.org/10.12968/sece.2017.17.12a,10.12968/sece.2017.17.12a,,,,,,
"Children's playgrounds for urban sustainability: (in)accessibility, (un)attractiveness and social (in)equity in Iași and Bacău municipalities (Romania)",Present Environment and Sustainable Development,"BĂNICĂ, ROȘU, ȘERBAN, MUNTELE",2023,http://dx.doi.org/10.47743/pesd2023171025,10.47743/pesd2023171025,,,,,,
CGCA 34th annual conference,Nachrichten aus der Chemie,Liu,2023,http://dx.doi.org/10.1002/nadc.20234133226,10.1002/nadc.20234133226,14399598,,Physical Sciences,,,
Documentation and Digital Preservation of Syrian Heritage,The Public Historian,Pütt,2018,http://dx.doi.org/10.1525/tph.2018.40.4.107,10.1525/tph.2018.40.4.107,,,,,,
"Telemedicine in the post-COVID era: balancing accessibility, equity, and sustainability in primary healthcare",Frontiers in Digital Health,"Jerjes, Harding",0,http://dx.doi.org/10.3389/fdgth.2024.1432871,10.3389/fdgth.2024.1432871,,2673253X,Physical Sciences,Computer Science,Engineering,
"Enhancing Sustainability in Small and Medium Enterprises through Performance, and Entrepreneurial Orientation, with Moderating Effects of Environmental Dynamics and Capital Accessibility",E3S Web of Conferences,"Astuty, Handari Wahyuningsih",2024,http://dx.doi.org/10.1051/e3sconf/202457104002,10.1051/e3sconf/202457104002,,,,,,
"RESIDENT'S WATER ACCESSIBILITY TOWARDS SUSTAINABILITY: THE CASE OF INFORMAL SETTLEMENTS OF JOS METROPOLIS, NIGERIA",PLANNING MALAYSIA,"Yilret Nanle, Abdul Latip, Karem",0,http://dx.doi.org/10.21837/pm.v20i23.1153,10.21837/pm.v20i23.1153,,,,,,
Neighborhood Sustainability Assessment Tools (NSATs),Sustainable Urbanism in China,"Cheshmehzangi, Dawodu, Sharifi",2021,http://dx.doi.org/10.4324/9781003027126-4,10.4324/9781003027126-4,,,,,,
"Achieving a Balance Between Affordability, Accessibility, Accountability, Sustainability and Social Justice: The Early Childhood Education Policies in Hong Kong","Education in the Asia-Pacific Region: Issues, Concerns and Prospects","Yang, Wang, Li",2017,http://dx.doi.org/10.1007/978-981-10-1528-1_3,10.1007/978-981-10-1528-1_3,,,,,,
Sustainability and spinal cord injury: attending to climate change and disability,Spinal Cord Series and Cases,Alexander,0,http://dx.doi.org/10.1038/s41394-019-0232-6,10.1038/s41394-019-0232-6,,,,,,
Last mile commute: An integral sustainability component for passengers accessibility within city's transport fabric,Cities,Razak,2022,http://dx.doi.org/10.1016/j.cities.2022.103667,10.1016/j.cities.2022.103667,02642751,,Social Sciences,"Business, Management and Accounting",,
Building Income and Social Equity through Urban Sustainability,Ensuring a Sustainable Future,Thompson,2013,http://dx.doi.org/10.1093/med/9780199974702.003.0004,10.1093/med/9780199974702.003.0004,,,,,,
"Compactness, connectivity, and walking accessibility on the neighborhood level according to sustainability certifications: improvement or downgrade? A case study of Cairo, Egypt",Journal of Geographical Systems,"Gouda, Masoumi",2018,http://dx.doi.org/10.1007/s10109-018-0272-7,10.1007/s10109-018-0272-7,14355930,14355949,Social Sciences,,,
"Special issue on housing and transportation: Affordability, accessibility, and equity",Transport Policy,"Liao, de Palma, Tian",2022,http://dx.doi.org/10.1016/j.tranpol.2022.05.011,10.1016/j.tranpol.2022.05.011,0967070X,1879310X,Social Sciences,,,
Mobility Is Dead: Post-pandemic Planning as an Opportunity to Prioritize Sustainability and Accessibility,Global Perspectives on Health Geography,Spinney,2021,http://dx.doi.org/10.1007/978-3-030-70179-6_16,10.1007/978-3-030-70179-6_16,,,,,,
Empirical Framework for Point-of-Care Diagnostics Supply Chain Management for Accessibility and Sustainability of Diagnostic Services in Ghana's Primary Health Care Clinics,Point of Care: The Journal of Near-Patient Testing &amp; Technology,"Kuupiel, Bawontuo, Donkoh, Drain, Mashamba-Thompson",2019,http://dx.doi.org/10.1097/poc.0000000000000186,10.1097/poc.0000000000000186,,,,,,
Testing an implementation strategy bundle on adoption and sustainability of evidence to optimize physical function in community-dwelling disabled and older adults in a Medicaid waiver: a multi-site pragmatic hybrid type III protocol,Implementation Science,"Spoelstra, Schueller, Sikorskii",2019,http://dx.doi.org/10.1186/s13012-019-0907-1,10.1186/s13012-019-0907-1,17485908,,Health Sciences,,,
"Japanese ECE: Four Abilities (Accessibility, Affordability, Accountability, and Sustainability) that Result in Social Justice","Education in the Asia-Pacific Region: Issues, Concerns and Prospects","Izumi-Taylor, Ito",2017,http://dx.doi.org/10.1007/978-981-10-1528-1_4,10.1007/978-981-10-1528-1_4,,,,,,
"Music Events, Sustainability and Accessibility: A Case Study on the Coldplay Tour in Brazil","Smart Innovation, Systems and Technologies","Silva, Patrocínio, Albuquerque",2024,http://dx.doi.org/10.1007/978-981-99-9765-7_25,10.1007/978-981-99-9765-7_25,21903018,21903026,Social Sciences,Computer Science,,
"Fostering Resilience Through Travel: Prioritising Well-being, Accessibility and Sustainability",The Emerald Handbook of Tourism Economics and Sustainable Development,Arora,2024,http://dx.doi.org/10.1108/978-1-83753-708-220241011,10.1108/978-1-83753-708-220241011,,,,,,
Impact of traffic composition on accessibility as indicator of transport sustainability,IOP Conference Series: Earth and Environmental Science,"Nahdalina, Hadiwardoyo, Nahry",2017,http://dx.doi.org/10.1088/1755-1315/67/1/012038,10.1088/1755-1315/67/1/012038,,,,,,
"Views about modern museums in the palaces of the western Grassfields, Cameroon","International Journal of African Renaissance Studies - Multi-, Inter- and Transdisciplinarity",Fubah,2016,http://dx.doi.org/10.1080/18186874.2016.1212471,10.1080/18186874.2016.1212471,,,,,,
"Sustainability, accessibility, and community: a collaborative model of Japanese music in American higher education",Japan Forum,Groesbeck,2022,http://dx.doi.org/10.1080/09555803.2020.1861060,10.1080/09555803.2020.1861060,09555803,,Social Sciences,Arts and Humanities,,
"Basic Income, Disability Pensions and the Australian Political Economy",Exploring the Basic Income Guarantee,Mays,2020,http://dx.doi.org/10.1007/978-3-030-32349-3,10.1007/978-3-030-32349-3,,,,,,
A New Method for Measuring Food-Aid Accessibility Considering Sustainability Constraints,2024 IEEE Conference on Technologies for Sustainability (SusTech),"Mahmoudi, Shirzad, Song",2024,http://dx.doi.org/10.1109/sustech60925.2024.10553431,10.1109/sustech60925.2024.10553431,,,,,,
Spatial integration and accessibility considering urban sustainability patterns: historical islands of Istanbul,WIT Transactions on Ecology and The Environment,"Ozkan, Ozer",2014,http://dx.doi.org/10.2495/sc1401402,10.2495/sc1401402,,,,,,
"Accessibility Testing and Sustainability—Considerations, Concepts, and Lasting Implementations",Communications in Computer and Information Science,"Poth, Prang, Rrjolli",2024,http://dx.doi.org/10.1007/978-3-031-71142-8_6,10.1007/978-3-031-71142-8_6,18650929,18650937,Physical Sciences,Computer Science,Mathematics,
"HPC and Cloud Convergence Beyond Technical Boundaries: Strategies for Economic Sustainability, Standardization, and Data Accessibility",Computer,"Taufer, Milroy, Gamblin, Jones, Magro, Poxon, Seelam",2024,http://dx.doi.org/10.1109/mc.2024.3387013,10.1109/mc.2024.3387013,00189162,,Physical Sciences,Computer Science,,
Disability and sustainability: reusable versus single-use catheters for persons with neurogenic bladder due to spinal cord injury,Spinal Cord Series and Cases,"Del Popolo, Antonucci",0,http://dx.doi.org/10.1038/s41394-020-00340-y,10.1038/s41394-020-00340-y,,,,,,
Pin Accessibility and Routing Congestion Aware DRC Hotspot Prediction for Designs in Advanced Technology Nodes With Consolidated Practical Applicability and Sustainability,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,"Park, Baek, Kim, Choi, Kim",2024,http://dx.doi.org/10.1109/tcad.2024.3405894,10.1109/tcad.2024.3405894,02780070,,Physical Sciences,Computer Science,Engineering,
Development of a Universal Advanced Practice Provider Fellowship: A Roadmap to Increase Program Accessibility and Financial Sustainability,The Journal of Continuing Education in Nursing,"Smith, Lynn, Menefee",2024,http://dx.doi.org/10.3928/00220124-20231208-21,10.3928/00220124-20231208-21,,,,,,
"Heritage assets, innovation and environmental sustainability",The Economics and Finance of Cultural Heritage,"Pacelli, Sica",2020,http://dx.doi.org/10.4324/9781003019398-3,10.4324/9781003019398-3,,,,,,
"Advancing environmental sustainability in the G-7: The impact of the digital economy, technological innovation, and financial accessibility using panel ARDL approach",Journal of Economy and Technology,"Raihan, Bala, Akther, Ridwan, Eleais, Chakma",2024,http://dx.doi.org/10.1016/j.ject.2024.06.001,10.1016/j.ject.2024.06.001,,,,,,
"Evaluating the Potential of Renewable Energy to Address Energy Accessibility, Affordability, and Sustainability Challenges in Africa","Day 3 Wed, August 02, 2023","Ezeh, Fidel-Anekwe, Ikpabi",2023,http://dx.doi.org/10.2118/217214-ms,10.2118/217214-ms,,,,,,
2022 International Conference on Healthcare Engineering (ICHE),,,2022,http://dx.doi.org/10.1109/iche55634.2022,10.1109/iche55634.2022,,,,,,
Rapid appraisal: a sustainability analysis of dairy cattle agribusiness based on resources accessibility,IOP Conference Series: Earth and Environmental Science,"Malika, Hudori",2021,http://dx.doi.org/10.1088/1755-1315/672/1/012037,10.1088/1755-1315/672/1/012037,,,,,,
The Accessibility of Abortion Services in the United States,Family Planning Perspectives,Henshaw,1991,http://dx.doi.org/10.2307/2135775,10.2307/2135775,00147354,,Health Sciences,,,
"Availability, sustainability and accessibility of agro crop residue production and solar radiation in Egypt for producing highly chemical products through pyrolysis processes",Clean Energy,"A. El-Sayed, Ismail, Mostafa, Noseir, Khass",2023,http://dx.doi.org/10.1093/ce/zkad016,10.1093/ce/zkad016,25154230,2515396X,Physical Sciences,,,
Multiscale Accessibility—A New Perspective of Space Structuration,Sustainability,"Kaplan, Omer",0,http://dx.doi.org/10.3390/su14095119,10.3390/su14095119,19370695,19370709,Social Sciences,,,
"A collaboration platform for sociology. How to increase accessibility, visibility and sustainability of scientific information in sociology",Journal of Science Communication,"Schaible, Strunk, Brodesser",2018,http://dx.doi.org/10.22323/2.17020303,10.22323/2.17020303,18242049,,Social Sciences,,,
"Destinational Sustainability Analysis Through Netnography: Review on Hampi’s Attraction, Accessibility and Amenities",SSRN Electronic Journal,"Parthasarathy, G, Bhanu, Unnikrishnan",0,http://dx.doi.org/10.2139/ssrn.3678468,10.2139/ssrn.3678468,,,,,,
